SC-N,SC-N,SC-N,SC-N,p,SC-N,r,sg,sa,r,sa,sg,r,SC-N,SC-N,r,sa,sg,tg,r,sa,tg,sg,ef,ef,r,r,mu,RV1,RV2,mu,DWC,DWC,mu,RV2,RV1,mu,r,r,sg,sg,tg,sg,ef,ef,ef,ef,tg,sg,tg,r,SC-S,SC-S,SC-N,SC-N,SC-N,SC-S,r,ef,ef,ef,ef,ef,ef
SC-S,SC-S,SC-S,SC-S,p,SC-S,r,sg,sa,r,sa,tg,tg,r,r,r,sa,tg,r,sa,sg,tg,sg,tg,r,SC-S,p,r,mu,RV1,mu,DWC,DWC,mu,RV1,mu,r,p,SC-S,r,tg,tg,r,sg,tg,sg,sg,sg,tg,r,SC-S,SC-N,SC-N,r,r,r,SC-N,SC-S,r,r,ef,ef,ef,ef
SC-N,SC-N,SC-N,SC-N,p,SC-N,r,sa,sg,sa,sg,tg,r,sa,sg,sa,sg,tg,r,sa,r,sa,sg,sa,r,SC-N,p,p,r,mu,mu,DWC,DWC,mu,mu,r,p,p,SC-N,r,tg,sg,tg,sg,sg,sg,tg,sa,sg,r,SC-N,r,r,T2,T1,T2,r,SC-N,SC-S,SC-S,ef,ef,ef,ef
SC-S,SC-S,SC-S,SC-S,p,p,r,r,sa,sg,r,sg,r,sa,tg,sa,r,r,sa,sg,r,sa,tg,sa,tg,r,r,p,p,r,mu,DWC,DWC,mu,r,p,p,r,r,tg,r,sg,r,sg,tg,tg,R,tg,tg,sa,r,T1,ma,ma,ma,ma,T3,r,SC-N,SC-N,ef,r,ef,ef
SC-N,SC-N,SC-N,SC-N,SC-S,p,SC-S,r,sa,r,sg,tg,sa,sg,tg,r,SC-S,r,r,tg,sa,sg,tg,sg,sg,sg,tg,r,p,p,mu,DWH,DWH,mu,p,p,r,sg,tg,sg,sg,tg,tg,tg,sg,R,R,SC-S,sa,tg,T3,ma,T1,T2,T3,T2,ma,T2,r,r,tg,SC-S,r,ef
SC-S,SC-S,SC-S,SC-S,SC-N,p,SC-N,r,sa,r,sg,sg,tg,sa,r,SC-S,SC-N,SC-S,r,r,sg,tg,sg,sg,cg,cg,sg,sa,mu,mu,mu,DWH,DWH,mu,mu,mu,tg,sg,cg,cg,sg,r,sg,tg,R,R,SC-S,SC-N,SC-S,T2,ma,T2,SW,SW,SW,SW,T1,ma,T3,r,tg,SC-N,SC-S,r
SC-N,SC-N,SC-N,SC-N,SC-S,p,p,SC-S,r,sg,sg,sg,r,r,r,SC-N,SC-S,SC-N,SC-S,r,r,tg,sg,sa,cg,cg,tg,R,R,R,R,DWH,DWH,R,R,R,R,sg,cg,cg,tg,sg,tg,R,SC-S,SC-S,SC-N,SC-S,SC-N,ma,T1,SW,SW,SW,SW,SW,SW,T3,ma,T1,r,r,SC-N,SC-S
SC-S,df,df,SC-S,SC-N,p,p,SC-N,r,sg,sg,r,SC-S,SC-E,SC-S,r,SC-N,SC-S,SC-N,SC-S,r,sg,tg,tg,tg,sg,R,R,p,p,R,DWH,DWH,R,p,p,R,R,sg,sg,tg,tg,tg,R,SC-N,SC-N,SC-S,SC-N,ma,T3,SW,SW,DWC,DWC,DWC,DWC,SW,T2,ma,T2,r,tg,tg,SC-N
SC-N,SC-S,df,SC-N,df,p,p,r,sg,sg,sa,r,SC-N,SC-S,SC-N,r,r,SC-N,SC-S,SC-N,r,r,tg,sg,r,R,R,p,SC-S,SC-S,R,r,DWH,R,R,SC-S,p,R,R,sg,sg,sg,R,R,SC-S,SC-S,SC-N,ma,ma,T2,SW,SW,DWC,DWC,DWC,DWC,SW,SW,T1,ma,T1,r,tg,r
EP,SC-N,SC-S,EP,SC-S,SC-S,SC-S,SC-S,SC-E,sa,tg,r,r,SC-N,r,sa,sa,r,SC-N,SC-S,SC-S,r,sg,r,SC-S,R,p,SC-S,SC-N,SC-N,R,DWH,DWC,R,SC-S,SC-N,R,p,R,R,sg,,R,SC-S,SC-N,SC-N,ma,ma,T1,SW,SW,DWC,ep,ep,ep,ep,ep,SW,SW,T3,ma,r,r,tg
EP,EP,SC-N,EP,SC-N,SC-N,SC-N,SC-N,SC-S,r,tg,r,r,SC-S,r,sa,SW,sa,r,SC-N,SC-N,SC-S,r,r,SC-N,p,SC-S,SC-N,SC-S,SC-S,R,DWH,DWC,R,SC-N,SC-S,SC-S,R,SC-S,SC-S,tg,R,SC-S,SC-N,SC-S,ma,ma,ma,T3,SW,SW,DWC,DWC,ep,ep,DWC,DWC,SW,SW,T2,ma,T2,r,tg
EP,EP,EP,EP,SC-S,r,r,r,SC-N,SC-S,r,tg,r,SC-N,SC-E,r,SW,SW,sa,r,SC-S,SC-N,SC-S,SC-S,SC-S,SC-S,SC-N,SC-S,SC-N,SC-N,R,DWC,r,R,STRS-N,SC-N,SC-N,SC-S,SC-N,SC-N,R,SC-S,SC-N,SC-S,SC-N,T1,T2,ma,ma,T1,SW,SW,DWC,DWC,DWC,DWC,SW,SW,T1,ma,ma,T3,r,tg
EP,EP,EP,em,SC-N,r,df,r,r,SC-N,r,tg,r,r,SC-S,r,SW,SW,sa,mu,SC-N,SC-S,SC-N,SC-N,SC-N,SC-N,SC-S,SC-N,mu,mu,R,DWC,DWH,STRS-N,mu,mu,R,SC-N,SC-S,SC-S,SC-S,SC-N,SC-S,SC-N,em,em,em,T3,ma,T3,SW,SW,DWC,DWC,DWC,DWC,SW,SW,T3,ma,ma,T1,r,tg
em,EP,EP,em,SC-S,r,df,df,r,r,tg,tg,r,SC-S,SC-N,r,SW,SW,sa,mu,mu,SC-N,SC-S,SC-S,SC-S,SC-S,SC-N,mu,mu,mu,mu,DWC,DWH,mu,mu,mu,mu,R,SC-N,SC-N,SC-N,SC-S,SC-N,R,em,em,em,T2,ma,ma,T2,SW,SW,SW,SW,SW,SW,T1,ma,ma,ma,T2,r,tg
em,em,em,em,SC-N,r,df,df,tg,tg,tg,r,r,SC-N,r,sa,SW,SW,sa,mu,mu,mu,SC-N,SC-N,SC-N,SC-N,mu,mu,DWH,DWH,DWH,r,DWH,DWH,mu,mu,mu,mu,R,R,R,SC-N,R,R,em,em,em,T1,ma,ma,T3,T2,SW,SW,SW,SW,T2,ma,ma,ma,T3,r,tg,tg
em,em,em,em,SC-S,r,df,df,tg,tg,tg,SC-S,SC-S,r,sa,sa,SW,SW,sa,mu,mu,mu,mu,STRS-N,STRS-N,mu,mu,DWH,DWH,DWH,DWH,DWC,DWC,DWH,DWH,DWH,mu,mu,mu,R,R,R,R,R,R,em,T2,ma,ma,ma,ma,ma,T3,T1,T2,T3,ma,ma,ma,T1,r,r,tg,tg
em,em,em,em,SC-N,df,df,tg,r,tg,tg,SC-N,SC-N,r,sa,SW,SW,sa,R,mu,mu,mu,mu,mu,mu,mu,DWH,DWH,SC-S,SC-S,SC-S,r,r,SC-S,SC-S,SC-S,DWH,mu,mu,mu,mu,R,R,R,r,r,ma,ma,ma,ma,ma,ma,ma,ma,ma,ma,ma,ma,T3,r,r,tg,tg,tg
em,em,em,em,df,df,r,r,SC-S,r,tg,r,r,SC-S,r,sa,sa,R,R,R,mu,R,R,mu,mu,DWH,DWH,r,SC-N,SC-N,SC-N,r,r,SC-N,SC-N,SC-N,r,DWH,mu,mu,R,R,R,r,SC-S,SC-S,r,ma,ma,ma,ma,ma,ma,ma,ma,ma,ma,T2,r,r,tg,tg,tg,r
em,em,em,em,em,r,SC-S,SC-S,SC-N,df,df,r,SC-S,SC-N,r,ef,R,SC-S,R,R,R,R,R,R,DWH,DWH,r,r,r,SC-S,SC-S,r,r,SC-S,SC-S,r,r,r,DWH,mu,R,R,r,SC-S,SC-N,SC-N,r,ma,ma,ma,ma,ma,ma,ma,ma,ma,T1,r,r,tg,tg,tg,r,SC-S
em,em,em,em,em,r,SC-N,SC-N,r,df,r,SC-S,SC-N,r,ef,ef,R,SC-N,SC-S,R,R,R,R,SC-S,R,DWH,r,mu,r,SC-N,SC-N,r,r,SC-N,SC-N,r,mu,r,DWH,DWH,STRS-N,r,SC-S,SC-N,SC-S,r,df,ma,ma,ma,ma,ma,ma,ma,ma,T2,r,r,tg,tg,tg,tg,SC-S,SC-N
em,em,em,em,em,r,r,df,df,df,SC-S,SC-N,r,ef,ef,ef,ef,R,SC-N,SC-S,SC-S,SC-S,SC-S,SC-N,R,DWH,mu,DWC,mu,r,r,r,r,r,r,mu,DWH,DWH,DWH,r,r,SC-S,SC-N,SC-S,SC-N,r,df,ma,ma,ma,ma,ma,ma,ma,T3,r,r,tg,tg,r,r,r,SC-N,r
df,em,em,em,em,ef,df,df,r,r,SC-N,r,ef,ef,ef,ef,ef,ef,R,SC-N,SC-N,SC-N,SC-N,R,DWH,DWH,DWC,DWC,DWC,mu,mu,mu,mu,mu,mu,DWH,DWH,DWH,r,SC-S,SC-S,SC-N,SC-S,SC-N,r,df,T2,ma,ma,ma,ma,ma,ma,T2,r,r,tg,tg,r,SC-S,SC-S,SC-S,r,df
r,df,em,em,em,ef,df,r,r,SC-S,r,r,r,ef,ef,r,r,ef,ef,R,R,R,R,DWH,DWH,DWH,DWH,DWC,DWC,DWC,DWC,DWC,DWC,DWC,DWC,DWC,DWH,r,SC-S,SC-N,SC-N,SC-S,SC-N,r,df,df,T3,ma,ma,ma,ma,ma,T1,r,r,tg,tg,r,SC-S,SC-N,SC-N,SC-N,df,df
r,r,df,df,df,df,df,em,r,SC-N,r,SC-S,SC-S,r,r,SC-S,SC-S,r,ef,ef,R,R,DWC,DWH,DWH,DWH,DWC,DWC,r,DWC,DWC,DWC,DWC,DWC,DWC,r,SC-S,SC-S,SC-N,SC-S,SC-S,SC-N,r,df,df,df,T2,ma,ma,ma,ma,T2,r,r,r,r,r,SC-S,SC-N,r,r,r,df,df
SC-N,SC-N,r,df,SC-S,SC-S,df,df,em,r,SC-S,SC-N,SC-N,ef,r,SC-N,SC-N,r,sa,sa,sa,DWH,DWH,DWH,mu,mu,mu,mu,r,r,DWC,DWC,DWC,mu,r,SC-S,SC-N,SC-N,SC-S,SC-N,SC-N,r,df,df,df,T1,ma,ma,ma,ma,ma,T3,r,r,SC-S,SC-S,SC-S,SC-N,r,df,df,df,df,df
SC-S,SC-S,SC-N,r,SC-N,SC-N,r,df,df,em,SC-N,r,ef,ef,ef,r,r,ef,sa,DWC,DWH,DWH,DWC,SC-S,SC-S,mu,r,r,r,SC-S,SC-S,mu,SC-S,SC-S,SC-S,SC-N,SC-S,SC-S,SC-N,r,r,df,df,df,T3,ma,ma,T1,T2,r,r,r,SC-S,SC-S,SC-N,SC-N,SC-N,r,df,df,df,df,df,df
SC-S,SC-S,SC-S,SC-N,SC-S,SC-S,SC-S,SC-S,df,em,em,r,r,r,ef,ef,ef,sa,sa,DWH,DWH,DWC,r,SC-N,SC-N,SC-S,r,r,r,SC-N,SC-N,r,SC-N,SC-N,SC-N,SC-S,SC-N,SC-N,r,df,df,df,df,T2,ma,ma,T1,df,r,SC-S,SC-S,SC-S,SC-N,SC-N,r,r,r,df,df,df,df,df,df,df
SC-N,SC-N,SC-S,SC-S,SC-N,SC-N,SC-N,SC-N,df,df,r,SC-S,SC-S,SC-S,r,ef,ef,sa,DWC,DWH,DWC,r,r,SC-S,SC-S,SC-N,SC-S,SC-S,SC-S,SC-S,SC-S,r,SC-S,SC-S,SC-S,SC-N,r,r,df,df,df,df,T1,ma,ma,T3,df,df,SC-S,SC-N,SC-N,SC-N,r,r,df,df,df,df,df,df,df,df,df,df
r,r,SC-N,SC-S,SC-S,r,r,r,df,SC-S,SC-S,SC-N,SC-N,SC-N,SC-S,r,sa,sa,DWC,DWH,sa,df,r,SC-N,SC-N,SC-S,SC-N,SC-N,SC-S,SC-N,SC-N,r,SC-N,SC-N,SC-N,r,df,df,df,df,df,T1,ma,ma,ma,T2,df,df,SC-N,r,r,r,df,df,df,df,df,df,df,df,df,df,df,df
df,df,r,SC-N,SC-N,SC-S,r,df,df,SC-N,SC-N,r,r,r,SC-N,SC-S,r,DWC,DWH,sa,sa,df,df,r,r,SC-N,SC-S,SC-S,SC-N,r,r,df,r,r,r,df,df,df,df,T1,T3,ma,T2,T3,T1,df,df,df,r,df,df,df,df,df,r,r,SG,SG,df,df,df,df,df,df
TG,TG,df,r,r,SC-N,SC-S,r,df,df,r,df,df,df,r,SC-N,r,r,DWC,DWH,sa,sa,df,df,r,r,SC-N,SC-N,r,r,df,df,df,df,df,df,df,df,T3,T2,T2,df,df,df,df,df,df,df,df,df,df,df,df,df,r,r,r,SG,SG,df,df,df,df,df
TG,TG,TG,df,df,r,SC-N,SC-S,df,df,df,df,df,df,r,r,SC-S,r,DWC,DWH,DWH,sa,DWC,df,df,r,r,r,r,df,df,df,df,df,df,df,T1,T2,df,df,df,r,r,df,df,df,df,df,df,df,df,df,df,r,r,r,r,r,SG,df,df,df,df,df
TG,TG,TG,TG,df,df,r,SC-N,SC-S,r,df,df,df,df,df,r,SC-N,SC-S,r,DWC,DWH,DWH,DWH,DWC,df,df,r,r,df,df,T3,T2,T3,T1,T2,T3,df,df,r,r,r,SC-S,SC-S,r,r,df,df,df,df,r,r,r,r,SC-S,SC-S,SC-S,r,r,SG,df,df,df,df,df
TG,TG,TG,TG,df,df,r,r,SC-N,df,df,df,TG,TG,df,df,r,SC-N,SC-S,r,r,r,DWH,DWC,sa,df,df,df,df,T2,T1,T3,T2,df,df,df,r,r,SC-S,SC-S,SC-S,SC-N,SC-N,SC-S,SC-S,r,r,r,r,SC-S,SC-S,SC-S,SC-S,SC-N,SC-N,SC-N,r,r,r,df,df,df,df,df
TG,TG,TG,TG,TG,df,df,df,df,df,df,df,TG,TG,TG,df,df,r,SC-N,SC-S,SC-S,SC-S,DWH,DWC,r,r,df,df,T2,T1,T3,T1,df,r,r,r,SC-S,SC-S,SC-N,SC-N,SC-N,r,r,SC-N,SC-N,SC-S,SC-S,SC-S,SC-S,SC-N,SC-N,SC-N,SC-N,r,r,r,r,r,r,df,df,df,df,df
TG,TG,TG,TG,TG,TG,df,df,df,df,TG,TG,TG,TG,TG,TG,df,df,r,SC-N,SC-N,SC-N,DWH,DWC,SC-S,SC-S,r,df,T1,T3,T2,df,r,SC-S,SC-S,SC-S,SC-N,SC-N,r,r,r,df,df,r,r,SC-N,SC-N,SC-N,SC-N,r,r,r,r,df,df,df,r,r,df,df,df,df,df,df
TG,TG,TG,TG,TG,TG,TG,df,df,TG,TG,TG,TG,TG,TG,TG,TG,TG,df,r,r,sa,DWH,DWC,SC-N,SC-N,SC-S,r,df,df,df,r,SC-S,SC-N,SC-N,SC-N,r,r,df,df,df,df,TG,df,df,r,r,r,r,df,df,df,df,TG,TG,TG,r,r,df,df,df,df,df,df
TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,df,sa,sa,DWH,DWC,sa,r,SC-N,SC-S,r,r,r,SC-S,SC-N,r,r,r,df,df,df,df,df,df,df,TG,TG,df,df,df,df,TG,TG,TG,TG,TG,TG,TG,TG,r,df,df,df,df,df,df
TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,sa,DWC,DWH,DWC,sa,sa,r,SC-N,SC-S,SC-S,SC-S,SC-N,r,df,df,df,df,df,df,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,df,df,df,df,df,df
TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,sa,DWC,DWH,DWC,sa,sa,df,r,SC-N,SC-N,SC-N,r,df,df,df,df,df,df,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,df,df,df,df,df,df
TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,sa,sa,DWH,DWC,sa,sa,TG,df,r,r,r,df,df,df,df,df,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,df,df,df,df,df,df,df
TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,sa,sa,DWC,DWH,DWC,sa,TG,TG,TG,df,df,df,df,df,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,df,df,df,df,df,df,df,df
TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,sa,DWC,DWH,DWH,DWC,TG,TG,TG,TG,df,df,df,df,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,RV1,RV3,TG,TG,TG,TG,TG,df,df,df,df,df,df,df,df,df
RV1,RV3,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,sa,DWH,DWH,DWC,sa,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,RV1,RV3,RV2,RV1,RV3,TG,TG,TG,df,df,df,df,df,df,df,df,df
RV1,RV3,RV1,RV3,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,sa,DWH,DWC,sa,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,RV2,SG,TG,RV2,TG,TG,df,df,df,df,df,df,df,df,df,df
TG,RV2,RV1,RV3,RV1,RV3,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,sa,DWC,DWH,sa,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,RV1,RV3,RV3,SG,SG,SG,SG,SG,TG,df,df,df,df,df,df,df,df,df,df,df
SG,SG,TG,RV1,RV3,RV2,RV1,RV3,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,sa,DWH,DWH,sa,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,TG,RV1,RV3,TG,TG,TG,TG,TG,RV1,RV1,RV3,RV2,RV2,SG,SG,SG,SG,SG,df,df,df,df,df,df,df,df,df,df,df,df
SG,SG,SG,TG,RV2,RV1,RV3,RV2,TG,TG,TG,TG,RV1,RV3,TG,TG,TG,sa,DWC,DWH,DWH,sa,TG,TG,TG,TG,RV1,RV3,TG,TG,TG,TG,RV1,RV3,TG,TG,RV2,RV1,RV3,TG,TG,TG,RV1,TG,RV2,RV2,SG,SG,SG,SG,SG,SG,df,df,df,df,df,df,df,df,df,df,df,df
SG,SG,SG,SG,SG,TG,RV2,RV1,RV3,TG,TG,RV1,RV3,RV2,RV3,TG,TG,sa,DWH,DWC,DWH,sa,TG,RV1,RV3,RV1,RV3,RV2,RV1,RV3,TG,TG,RV1,RV3,RV1,TG,RV2,TG,RV2,RV1,RV3,TG,TG,RV2,RV3,SG,SG,SG,SG,SG,SG,df,df,df,df,df,df,df,df,df,df,df,df,df
SG,SG,SG,SG,SG,SG,SG,TG,RV2,TG,TG,TG,RV2,TG,RV1,RV3,TG,sa,DWH,DWH,DWC,sa,RV1,TG,RV2,TG,RV2,RV1,TG,RV2,TG,TG,TG,RV2,TG,RV2,TG,TG,TG,TG,RV2,TG,TG,TG,RV2,SG,SG,SG,SG,SG,df,df,df,df,df,df,df,df,df,df,df,df,df,df
SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,TG,RV2,SG,TG,RV2,TG,sa,DWH,DWH,sa,sa,TG,RV2,TG,TG,RV2,TG,RV2,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,df,df,df,df,df,df,df,df,df,df,df,df,df,df,df
SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,sa,DWC,DWC,DWH,sa,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,df,df,df,df,df,df,df,df,df,df,df,df,df,df,df
SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,sa,DWH,DWH,DWC,sa,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,df,df,df,df,df,df,df,df,df,df,df,df,df,df,df,df,df,df
SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,sa,DWC,DWC,sa,sa,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,df,df,df,df,df,df,df,df,df,df,df,df,DF,df,df,df,DF,df
