DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,EF,EF,EF,EF,EF,EM,EM,EP,EP,EP,EM,EM,EF,EF,EF,DF,DF,DF,DF,DF,T1,DF,R,R,R,DF,T1,DF,DF,DF,DF,DF
DF,DF,TG,T1,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,EF,EF,EF,EF,EF,EF,EM,EM,EM,EM,EM,EF,EF,EF,EF,DF,DF,DF,DF,T3,R,DF,DF,R,DF,DF,R,T2,DF,DF,DF,DF
DF,DF,DF,TG,TG,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,EF,EF,EF,EF,EF,EF,EF,EF,EF,EF,EF,EF,EF,EF,DF,DF,DF,DF,DF,T2,R,DF,DF,DF,DF,DF,R,T1,DF,DF,DF,DF
DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,EF,EF,EF,EF,EF,EF,EF,EF,EF,EF,EF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF
DF,DF,TG,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-SE,FP-T-NWE,FP-E-SW,DF,EF,EF,EF,EF,EF,EF,EF,EF,EF,EF,DF,DF,DF,DF,DF,DF,DF,DF,DF,T2,R,DF,DF,DF,R,T3,DF,DF,DF,DF,DF
DF,TG,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,Mu,Mu,DF,DF,DF,FP-E-SE,FP-E-NW,DF,FP-E-NE,FP-E-SW,DF,EF,EF,EF,EF,EF,EF,EF,EF,EF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,T3,R,DF,R,T2,DF,DF,DF,DF,DF,DF
DF,DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,Mu,Mu,SW,SW,Mu,DF,DF,FP-S-NS,DF,DF,DF,FP-E-NE,FP-S-EW,FP-E-SW,DF,EF,EF,EF,EF,EF,EF,EF,EF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,T1,DF,T2,DF,DF,DF,DF,DF,DF,T1
DF,DF,T1,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,Mu,SW,SW,DWH,DWH,DWH,Mu,DF,FP-S-NS,DF,DF,DF,DF,DF,FP-E-NE,FP-S-EW,FP-E-SW,EF,EF,EF,EF,EF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,T1,SW
DF,DF,DF,DF,TG,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,SW,DWH,DWH,DWH,DWH,DWH,DWH,Mu,FP-S-NS,DF,DF,DF,DF,DF,DF,FP-E-SE,FP-T-NWE,FP-S-EW,FP-S-EW,FP-S-EW,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,T1,SW
DF,TG,DF,DF,T2,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,Mu,DWH,DWH,DWH,DWH,DWH,DWH,Mu,Mu,DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,FP-E-NE,FP-S-EW,FP-S-EW,FP-E-SW,DF,DF,DF,DF,DF,FP-E-SE,FP-S-EW,FP-E-NW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,T1,SW
TG,TG,DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,Mu,DWH,DWH,DWH,DWH,DWH,Mu,Mu,Mu,Mu,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,FP-E-SE,FP-S-EW,FP-E-NW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,T1,SW,SW
DF,DF,DF,DF,DF,TG,T3,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,Mu,Mu,DWH,Mu,Mu,Mu,UG,UG,Mu,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,T1,SW,T1
DF,DF,DF,DF,DF,DF,TG,DF,FP-E-NE,FP-T-SWE,FP-S-EW,FP-S-EW,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,Mu,Mu,UG,Mu,UG,Mu,UG,Mu,Mu,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-S-EW,FP-T-NWE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,T1,SW,T1
DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,FP-E-NE,FP-S-EW,FP-S-EW,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,Mu,Mu,Mu,UG,Mu,Mu,DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,T1,SW,SW,T1
DF,DF,DF,T2,TG,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,UG,Mu,Mu,Mu,DF,DF,DF,DF,DF,DF,SG,SG,SG,SG,SG,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,DF,T1,SW,T1,DF
DF,DF,TG,DF,TG,DF,DF,DF,FP-E-SE,FP-E-NW,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-S-EW,FP-S-EW,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,SG,SG,SG,SW,RV1,SG,SG,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,T2,SW,SW,T2,DF
DF,DF,DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,SG,SG,SG,SW,SW,SG,SG,RV1,SG,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,T2,SW,T1,DF,DF
DF,DF,DF,DF,DF,TG,FP-E-SE,FP-S-EW,FP-E-NW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,SG,SG,SG,SG,SW,SG,SG,SG,SG,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,T2,SW,SW,T3,DF,DF
DF,DF,DF,DF,DF,FP-E-SE,FP-E-NW,DF,DF,DF,DF,TG,DF,DF,R,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-S-EW,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,SG,SG,RV1,SG,SG,SG,RV1,SG,SG,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,T2,SW,SW,T3,DF,DF,DF
TG,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,TG,TG,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,SG,SG,SG,RV1,RV1,SG,SG,DF,SG,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,T3,SW,SW,T3,DF,DF,DF,DF
DF,T2,DF,DF,T1,T1,T3,T1,DF,DF,DF,DF,DF,DF,DF,DF,TG,R,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,SG,DF,DF,SG,SG,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,T1,SW,SW,T1,DF,DF,SG,SG,SC-S
DF,DF,SG,SG,SC-S,STRS-S,STRS-S,SC-S,SC-S,SC-S,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-S-NS,DF,T2,SW,SW,T1,DF,SG,SC-S,SC-S,SC-S,R
SG,SG,SC-S,SC-S,UG,TG,TG,UG,TG,SG,SC-S,SC-S,SC-S,SC-S,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,SG,SG,SG,SG,SW,SW,SW,T3,SG,SG,SC-S,SG,R,SG,SG
SC-S,SC-S,SG,SG,TG,TG,TG,TG,SG,SG,SG,SG,R,SG,SC-S,SG,SG,SG,DF,DF,DF,DF,DF,DF,DF,DF,DF,FP-E-NE,FP-E-SW,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,SG,SG,TG,T1,SW,SW,T1,T2,SC-S,SC-S,SC-S,SG,R,SG,SG,SG
SG,SG,TG,UG,SG,UG,SG,SG,TG,SG,SG,R,SG,SG,R,SC-S,SC-S,SC-S,SC-S,SC-S,SC-S,SG,DF,DF,DF,DF,DF,DF,FP-S-NS,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,SG,SG,SG,SG,SG,SG,SG,SC-S,STRS-S,STRS-S,SW,SW,STRS-S,SC-S,SC-S,SG,R,R,SG,SG,SG,SG,SG
SG,TG,UG,TG,SG,TG,SG,UG,SG,SG,SG,SG,SG,SG,SG,SG,R,SG,R,SG,R,SC-S,SG,SG,SG,SG,DF,DF,FP-S-NS,DF,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SC-S,SC-S,SC-S,SC-S,SC-S,SC-S,SC-S,SC-S,SG,SW,SW,SW,SG,SG,SG,R,SG,SG,SG,SG,SG,SG,SG,SG
SG,SG,SG,SG,TG,SG,TG,SG,TG,TG,SG,SG,SG,SG,SG,SG,SG,R,SG,SG,SG,SG,SC-S,SC-S,SC-S,SC-S,SG,SG,SG,SG,SC-S,SC-S,SC-S,SC-S,SC-S,SC-S,SC-S,SC-S,SC-S,SC-S,R,R,SG,R,SG,SG,R,SG,SW,SW,SG,TG,SG,RV1,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG
SG,TG,TG,SG,UG,UG,UG,SG,SG,SG,SG,TG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,R,R,R,SG,SC-S,SC-S,SC-S,SC-S,SG,R,R,SG,R,R,SG,R,SG,SG,SG,SG,SG,SG,SG,R,SG,SW,SW,TG,SG,RV1,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG
SG,UG,UG,SG,SG,SG,TG,SG,UG,UG,SG,SG,TG,TG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,R,SG,R,R,SG,SG,SG,R,SG,SG,SG,SG,SG,R,SG,SG,SG,SG,SG,SG,SW,SW,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG
SG,SG,TG,SG,TG,TG,SG,TG,SG,TG,SG,SG,SG,SG,SG,SG,SG,TG,TG,SG,SG,TG,TG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,TG,SW,SW,SW,SG,SG,RV1,R,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG
SG,SG,SG,UG,SG,SG,UG,SG,SG,SG,TG,TG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,TG,TG,TG,SG,TG,TG,SG,SG,SG,SG,SG,SG,TG,SG,TG,SG,TG,SA,SW,SW,SG,SW,SG,RV1,RV1,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG
SG,TG,SG,SG,TG,SG,TG,SG,TG,SG,TG,SG,TG,SG,SG,TG,TG,SG,SG,SG,SG,TG,SG,TG,SG,TG,SG,SG,SG,TG,SG,SG,SG,SG,SG,SG,TG,SG,SG,SG,SG,SG,SW,SW,TG,TG,SG,SW,SW,R,SG,SG,SG,SG,SG,SG,SG,Sa,SG,Sa,Sa,SG,Sa,Sa
TG,SG,UG,TG,SG,TG,SG,UG,SG,TG,SG,TG,SG,SG,SG,SG,SG,TG,SG,TG,SG,SG,TG,SG,TG,SG,SG,SG,Ma,Ma,Ma,TG,TG,SG,SG,Ma,Ma,SG,SG,SG,SG,TG,SW,SG,SG,SG,R,RV1,SW,SG,SG,SG,SG,SG,SG,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
TG,SG,SG,SG,UG,SG,SG,TG,TG,SG,TG,SG,TG,TG,SG,SG,SG,SG,TG,SG,TG,SG,TG,SG,SG,Ma,TG,SG,SG,TG,SG,SG,SG,SG,Ma,TG,SG,SG,SG,SG,TG,SW,SW,TG,SG,SG,SG,SG,SW,SW,SG,SG,SG,SG,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
SG,TG,TG,SG,TG,UG,TG,UG,SG,TG,SG,SG,SG,SG,TG,TG,SG,TG,SG,TG,SG,Ma,TG,TG,Ma,Ma,Ma,TG,TG,SG,SG,TG,Ma,SG,TG,SG,SG,SG,TG,SG,SW,SW,TG,SG,SG,RV1,SG,SG,SG,SW,SW,SW,SW,SG,SG,Sa,Sa,Sa,Sa,CG,CG,Sa,Sa,Sa
TG,SG,UG,UG,SG,TG,SG,SG,SG,SG,SG,TG,TG,SG,SG,TG,TG,TG,TG,Ma,Ma,Ma,Ma,SG,SG,Ma,TG,SG,SG,TG,Ma,Ma,Ma,SG,SG,SG,TG,SG,SW,SW,SW,SG,TG,SG,SG,RV1,SG,SG,SG,SW,SW,DWC,SW,SG,SG,Sa,Sa,Sa,CG,CG,CG,CG,CG,Sa
TG,TG,SG,TG,SG,SG,SG,UG,SG,SG,SG,SG,SG,SG,TG,Ma,Ma,TG,SG,SG,Ma,TG,SG,TG,TG,SG,TG,SG,Ma,SG,Ma,TG,SG,TG,SG,SG,TG,SW,SW,SG,TG,SG,SG,SG,R,SG,SG,SG,SG,SW,DWC,DWC,SW,SG,SG,Sa,Sa,RV1,CG,CG,CG,CG,CG,Sa
TG,SG,TG,TG,SG,SG,SG,TG,SG,UG,TG,SG,TG,SG,SG,TG,TG,Ma,TG,SG,TG,SG,TG,SG,SG,SG,Ma,Ma,TG,SG,TG,TG,TG,SG,TG,TG,SW,SW,TG,SG,SG,SG,R,SG,SG,SG,SG,SG,SG,SW,DWC,DWC,SW,SG,SG,Sa,Sa,Sa,CG,CG,CG,CG,CG,Sa
SG,TG,UG,TG,UG,UG,UG,TG,SG,TG,SG,SG,TG,Ma,SG,SG,SG,TG,TG,TG,SG,TG,SG,TG,SG,TG,Ma,Ma,SG,TG,SG,TG,SG,SW,SW,SW,SW,SA,SG,SG,SG,RV1,RV1,SG,SG,SG,SG,SG,SW,SW,DWC,SW,SG,SG,SG,Sa,Sa,Sa,CG,CG,CG,CG,CG,Sa
SG,TG,SG,TG,SG,TG,SG,SG,UG,SG,TG,SG,SG,SG,TG,TG,SG,TG,SG,SG,SG,TG,SG,TG,TG,SG,TG,TG,SG,SG,TG,SW,SW,SW,TG,SG,TG,SG,SG,R,SG,SG,SG,SG,SG,SG,SG,SG,SG,SW,SW,SG,SG,SG,Sa,Sa,Sa,Sa,CG,CG,CG,CG,CG,Sa
TG,UG,TG,SG,SG,SG,SG,SG,SG,TG,SG,Ma,TG,SG,TG,Ma,TG,SG,TG,TG,SG,SG,TG,TG,SG,TG,SG,SG,TG,SW,SW,SW,TG,TG,SG,SG,SG,SG,RV1,RV1,SG,R,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,Sa,Sa,Sa,Sa,CG,CG,CG,CG,Sa,Sa
SG,SG,SG,SG,SG,TG,SG,SG,TG,SG,Ma,Ma,Ma,SG,Ma,Ma,Ma,SG,Ma,Ma,Ma,TG,SG,TG,SG,TG,SG,SG,SG,SW,SG,TG,SG,SG,SG,RV1,RV1,R,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,EM,SG,SG,Sa,Sa,Sa,Sa,Sa,Sa,CG,CG,Sa,Sa,Sa
SG,SG,TG,TG,TG,SG,TG,SG,TG,SG,Ma,Ma,TG,SG,SG,Ma,SG,SG,Ma,Ma,Ma,Ma,TG,SG,TG,SG,TG,TG,SW,SW,SG,SG,SG,RV1,SG,RV1,RV1,SG,SG,RV1,RV1,SG,SG,SG,SG,SG,SG,SG,SG,EM,EM,SG,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
TG,SG,SG,TG,TG,TG,SG,TG,TG,SG,SG,SG,SG,TG,SG,SG,SG,TG,SG,Ma,Ma,SG,TG,Ma,Ma,TG,SG,SG,SW,TG,SG,SG,RV1,RV1,SG,R,SG,R,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,EM,EM,EM,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
SG,SG,SG,SG,SG,TG,SG,TG,SG,Ma,SG,SG,TG,Ma,TG,SG,TG,Ma,SW,DWC,SW,TG,Ma,Ma,Ma,TG,SG,SW,SW,SG,SG,SG,R,SG,SG,SG,SG,SG,SG,R,SG,SG,SG,SG,EM,EM,EM,EM,EM,EM,EM,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
SG,SG,SG,SG,SG,SG,TG,TG,Ma,TG,SG,SG,Ma,Ma,Ma,TG,Ma,Ma,Ma,Ma,TG,SG,TG,Ma,Ma,SG,TG,SW,TG,SG,SG,RV1,SG,SG,SG,SG,R,SG,SG,SG,SG,SG,SG,EM,EM,EM,EM,EM,EM,EM,EM,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
TG,TG,SG,TG,TG,SG,TG,SG,Ma,SG,SG,TG,TG,Ma,SG,SG,TG,Ma,Ma,Ma,Ma,SG,SG,SG,SG,SG,SW,SW,SG,SG,RV1,SG,SG,R,RV1,RV1,SG,SG,SG,SG,SG,SG,EM,EM,EM,EM,EM,EM,EM,EM,EM,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
SG,SG,SG,SG,SG,TG,SG,Ma,TG,SG,TG,Ma,Ma,TG,Ma,Ma,SG,TG,TG,TG,SG,SG,SG,SG,TG,SW,SW,TG,SG,RV1,RV1,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,EM,EM,EM,EM,EM,EM,EM,EM,EM,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
SG,SG,SG,SG,TG,SG,SG,TG,SG,TG,Ma,Ma,DWC,TG,SG,TG,SG,SG,SG,SG,TG,TG,SW,SW,SW,SW,SG,SG,SG,RV1,SG,SG,R,SG,SG,SG,SG,SG,SG,SG,SG,SG,EM,EM,EM,EM,EM,EM,EM,EM,SG,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
SG,SG,TG,SG,SG,SG,TG,SG,SG,SG,SG,SG,SW,SG,SG,SG,TG,TG,SG,SW,SW,SW,SW,SG,TG,TG,SG,RV1,RV1,SG,SG,R,SG,SG,SG,SG,SG,R,TG,SG,SG,SG,EM,EM,EM,EM,EM,EM,EM,EM,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
SG,TG,SG,SG,SG,SG,TG,TG,TG,SG,TG,SG,SG,TG,SG,TG,SW,SW,SW,SW,TG,SG,TG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,R,P,R,SG,SG,SG,EM,EM,EM,EM,EM,EM,EM,SG,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
SG,SG,SG,SG,TG,SW,SW,SW,SW,SW,SW,TG,TG,SW,SW,SW,SW,TG,TG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,R,SG,SG,SG,SG,TG,SG,R,SG,SG,SG,SG,SG,EM,EM,EM,EM,EM,SG,SG,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
SG,SG,SG,TG,SW,SW,SG,TG,SG,TG,SW,SW,SW,SW,TG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
SG,SG,TG,SW,SW,SG,TG,SG,SG,SG,SG,TG,SG,TG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,R,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,SG,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa,Sa
